SerialNumber: FA2C97B24FFA-7744
time (UTC+00:00)	q1	q2	q3	q4	Interference

09/06/2025 17:56:57.585	-0.71158725	0.490615	0.4240699	0.27083173	None
09/06/2025 17:56:57.595	-0.71152914	0.490889	0.42365223	0.2711415	None
09/06/2025 17:56:57.605	-0.7113182	0.4912202	0.42328057	0.2716752	None
09/06/2025 17:56:57.615	-0.71113145	0.49157816	0.42275825	0.27232894	None
09/06/2025 17:56:57.625	-0.7109054	0.49216232	0.42198303	0.2730666	None
09/06/2025 17:56:57.635	-0.7106863	0.49289814	0.4210212	0.2737933	None
09/06/2025 17:56:57.645	-0.7104325	0.49362263	0.42011794	0.27453324	None
09/06/2025 17:56:57.655	-0.710137	0.49437162	0.4193101	0.2751847	None
09/06/2025 17:56:57.665	-0.70982164	0.49513993	0.4186329	0.27564737	None
09/06/2025 17:56:57.675	-0.7095562	0.49584946	0.41811362	0.27584288	None
09/06/2025 17:56:57.685	-0.7094592	0.49649927	0.4174961	0.27585697	None
09/06/2025 17:56:57.695	-0.70966804	0.49695835	0.41669962	0.27569628	None
09/06/2025 17:56:57.705	-0.71053505	0.49662352	0.41590986	0.27526182	None
09/06/2025 17:56:57.715	-0.7120044	0.49541777	0.41520825	0.2746938	None
09/06/2025 17:56:57.725	-0.71357054	0.4940229	0.41458422	0.27408198	None
09/06/2025 17:56:57.735	-0.71496236	0.4928973	0.41388744	0.27353168	None
09/06/2025 17:56:57.745	-0.71617806	0.49212393	0.41309127	0.27294636	None
09/06/2025 17:56:57.755	-0.71765524	0.4911727	0.41225174	0.2720469	None
09/06/2025 17:56:57.765	-0.7195643	0.48970816	0.41152427	0.2707434	None
09/06/2025 17:56:57.775	-0.7216818	0.4880392	0.41076273	0.26927578	None
09/06/2025 17:56:57.785	-0.72366655	0.48674813	0.40967992	0.2679341	None
09/06/2025 17:56:57.795	-0.7244065	0.48735496	0.40808338	0.26727116	None
09/06/2025 17:56:57.805	-0.7247288	0.48846877	0.40642837	0.26688498	None
09/06/2025 17:56:57.815	-0.72484255	0.48980814	0.40477896	0.26662752	None
09/06/2025 17:56:57.825	-0.7248619	0.49133694	0.40300962	0.26644227	None
09/06/2025 17:56:57.835	-0.72487664	0.49300048	0.40103906	0.2663027	None
09/06/2025 17:56:57.845	-0.72494084	0.49468547	0.39894724	0.26614565	None
09/06/2025 17:56:57.855	-0.72509044	0.49626374	0.39684436	0.26594427	None
09/06/2025 17:56:57.865	-0.72518593	0.4978723	0.39478004	0.26574987	None
09/06/2025 17:56:57.875	-0.7250526	0.4996915	0.3928603	0.26554394	None
09/06/2025 17:56:57.885	-0.7248687	0.50137895	0.3911893	0.26533222	None
09/06/2025 17:56:57.895	-0.7250231	0.50238144	0.38993153	0.26486495	None
09/06/2025 17:56:57.905	-0.72575617	0.5022791	0.38933408	0.26392877	None
09/06/2025 17:56:57.915	-0.72705185	0.501161	0.38933215	0.26248747	None
09/06/2025 17:56:57.925	-0.7286527	0.49947944	0.38961262	0.26083213	None
09/06/2025 17:56:57.935	-0.73029447	0.4976766	0.38991266	0.25923312	None
09/06/2025 17:56:57.945	-0.7315463	0.49638054	0.39018717	0.2577717	None
09/06/2025 17:56:57.955	-0.73230743	0.49576178	0.39040384	0.25647008	None
09/06/2025 17:56:57.965	-0.7328189	0.4954988	0.39053968	0.25530696	None
09/06/2025 17:56:57.975	-0.7332612	0.49536783	0.39056012	0.25425777	None
09/06/2025 17:56:57.985	-0.7338764	0.49498585	0.3905413	0.25325447	None
09/06/2025 17:56:57.995	-0.7346019	0.49453136	0.39039034	0.25226977	None
09/06/2025 17:56:58.005	-0.7353372	0.4941621	0.39002982	0.2514076	None
09/06/2025 17:56:58.015	-0.73599404	0.49402133	0.38942567	0.25069764	None
09/06/2025 17:56:58.025	-0.7364518	0.49424088	0.3885707	0.25024712	None
09/06/2025 17:56:58.035	-0.73667943	0.4947574	0.38757417	0.2501012	None
09/06/2025 17:56:58.045	-0.7368587	0.49542195	0.38648337	0.24994552	None
09/06/2025 17:56:58.055	-0.73719245	0.4956607	0.38573685	0.24964009	None
09/06/2025 17:56:58.065	-0.73785377	0.49520212	0.3853517	0.24919082	None
09/06/2025 17:56:58.075	-0.7385691	0.49457327	0.38511172	0.24869186	None
09/06/2025 17:56:58.085	-0.7391623	0.49415722	0.38489997	0.24808386	None
09/06/2025 17:56:58.095	-0.7395528	0.49406886	0.38467854	0.24743886	None
09/06/2025 17:56:58.105	-0.7397878	0.4942216	0.38442722	0.24681987	None
09/06/2025 17:56:58.115	-0.7401138	0.49421093	0.38423958	0.24615496	None
09/06/2025 17:56:58.125	-0.7406067	0.49392733	0.3841562	0.24537139	None
09/06/2025 17:56:58.135	-0.74094313	0.49380553	0.38412517	0.24464837	None
09/06/2025 17:56:58.145	-0.7410097	0.4941343	0.3838718	0.24417908	None
09/06/2025 17:56:58.155	-0.74089587	0.4947895	0.38346824	0.24383155	None
09/06/2025 17:56:58.165	-0.74076426	0.4954233	0.3831439	0.24345495	None
09/06/2025 17:56:58.175	-0.741046	0.49524724	0.38320008	0.24286759	None
09/06/2025 17:56:58.185	-0.7415954	0.49476647	0.38314676	0.2422535	None
09/06/2025 17:56:58.195	-0.7422504	0.49415714	0.38312793	0.2415184	None
09/06/2025 17:56:58.205	-0.7428895	0.49352482	0.3833367	0.2405141	None
09/06/2025 17:56:58.215	-0.7437566	0.4924993	0.38391128	0.23901585	None
09/06/2025 17:56:58.225	-0.7454093	0.4902999	0.38486734	0.23684107	None
09/06/2025 17:56:58.235	-0.747785	0.48688734	0.38636944	0.23392884	None
09/06/2025 17:56:58.245	-0.7503283	0.48294756	0.38835576	0.23063886	None
09/06/2025 17:56:58.255	-0.7528056	0.4790908	0.39021635	0.22744612	None
09/06/2025 17:56:58.265	-0.7551643	0.47583428	0.39123535	0.22469594	None
09/06/2025 17:56:58.275	-0.7573322	0.47345605	0.39126197	0.22236696	None
09/06/2025 17:56:58.285	-0.7589485	0.47214124	0.39058048	0.22084358	None
09/06/2025 17:56:58.295	-0.75967866	0.47237638	0.38924408	0.22018996	None
09/06/2025 17:56:58.305	-0.7598091	0.47368842	0.3873606	0.22024196	None
09/06/2025 17:56:58.315	-0.75972605	0.4753779	0.38516542	0.2207373	None
09/06/2025 17:56:58.325	-0.7599176	0.47656932	0.3829282	0.22139786	None
09/06/2025 17:56:58.335	-0.7605807	0.47688374	0.38103446	0.22171018	None
09/06/2025 17:56:58.345	-0.76160836	0.4765704	0.3795055	0.22148071	None
09/06/2025 17:56:58.355	-0.7628301	0.476015	0.3780867	0.22089839	None
09/06/2025 17:56:58.365	-0.76443213	0.474845	0.37687966	0.21993935	None
09/06/2025 17:56:58.375	-0.7658543	0.47382075	0.37585023	0.21895878	None
09/06/2025 17:56:58.385	-0.76713717	0.47302714	0.37466004	0.21822238	None
09/06/2025 17:56:58.395	-0.7683063	0.47238016	0.37334147	0.21777135	None
09/06/2025 17:56:58.405	-0.76947147	0.4718125	0.37171617	0.2176681	None
09/06/2025 17:56:58.415	-0.7704446	0.4717262	0.3696909	0.2178615	None
09/06/2025 17:56:58.425	-0.7712632	0.47205704	0.36733222	0.21823685	None
09/06/2025 17:56:58.435	-0.77201825	0.4726825	0.36471382	0.21860346	None
09/06/2025 17:56:58.445	-0.77301913	0.47307774	0.36199573	0.21873003	None
09/06/2025 17:56:58.455	-0.77434176	0.47291774	0.35958344	0.21837802	None
09/06/2025 17:56:58.465	-0.77608293	0.4719279	0.3577363	0.21737069	None
09/06/2025 17:56:58.475	-0.7781069	0.47004288	0.35668722	0.21593867	None
09/06/2025 17:56:58.485	-0.7801909	0.46787605	0.3559767	0.21429072	None
09/06/2025 17:56:58.495	-0.782168	0.4658579	0.355205	0.21275407	None
09/06/2025 17:56:58.505	-0.78414744	0.46400234	0.35409382	0.21136984	None
09/06/2025 17:56:58.515	-0.78633076	0.46202946	0.35262027	0.21003975	None
09/06/2025 17:56:58.525	-0.788733	0.45978907	0.35102022	0.20862521	None
09/06/2025 17:56:58.535	-0.7912939	0.45725638	0.34945342	0.20712027	None
09/06/2025 17:56:58.545	-0.79411966	0.45407876	0.34818333	0.20542815	None
09/06/2025 17:56:58.555	-0.79725575	0.4500574	0.34739652	0.20345199	None
09/06/2025 17:56:58.565	-0.8005828	0.44577163	0.346519	0.20130798	None
09/06/2025 17:56:58.575	-0.8041635	0.44083825	0.34579208	0.1991386	None
09/06/2025 17:56:58.585	-0.8079811	0.4353088	0.34515768	0.19693808	None
09/06/2025 17:56:58.595	-0.8118809	0.429467	0.34464654	0.1946067	None
09/06/2025 17:56:58.605	-0.8156602	0.42360398	0.3442971	0.19225803	None
