SerialNumber: FA2C97B24FFA-7744
time (UTC+00:00)	q1	q2	q3	q4	Interference

09/06/2025 17:58:50.410	-0.8135257	0.39489087	0.39978677	0.1505073	None
09/06/2025 17:58:50.420	-0.8141399	0.39425984	0.3997168	0.14902009	None
09/06/2025 17:58:50.430	-0.8150765	0.39319804	0.39956468	0.14710131	None
09/06/2025 17:58:50.440	-0.81630695	0.39159366	0.39944938	0.14485395	None
09/06/2025 17:58:50.450	-0.81806237	0.38927984	0.39895058	0.14254549	None
09/06/2025 17:58:50.460	-0.82037586	0.3860505	0.398223	0.14004456	None
09/06/2025 17:58:50.470	-0.82285184	0.38238484	0.39767623	0.13709587	None
09/06/2025 17:58:50.480	-0.8255195	0.3783222	0.3971573	0.1337949	None
09/06/2025 17:58:50.490	-0.8284402	0.3738682	0.3964298	0.13037755	None
09/06/2025 17:58:50.500	-0.8315218	0.36908156	0.39559853	0.126876	None
09/06/2025 17:58:50.510	-0.83459944	0.36395326	0.39508304	0.12302991	None
09/06/2025 17:58:50.520	-0.83771956	0.3583797	0.39481443	0.11898069	None
09/06/2025 17:58:50.530	-0.84078604	0.35297462	0.39427975	0.11522287	None
09/06/2025 17:58:50.540	-0.8435844	0.34853268	0.39319193	0.11196257	None
09/06/2025 17:58:50.550	-0.8457645	0.34634727	0.39105836	0.109747656	None
09/06/2025 17:58:50.560	-0.8477793	0.34519663	0.3881829	0.108025454	None
09/06/2025 17:58:50.570	-0.84980106	0.3445257	0.38477606	0.106459	None
09/06/2025 17:58:50.580	-0.85161376	0.3440705	0.38167092	0.1046063	None
09/06/2025 17:58:50.590	-0.8535456	0.34296632	0.378952	0.10234583	None
09/06/2025 17:58:50.600	-0.85591584	0.34068847	0.3763286	0.0998052	None
09/06/2025 17:58:50.610	-0.8586056	0.33718207	0.37406313	0.097091965	None
09/06/2025 17:58:50.620	-0.861417	0.3330632	0.37197307	0.094399735	None
09/06/2025 17:58:50.630	-0.86411685	0.3293094	0.36964357	0.09201365	None
09/06/2025 17:58:50.640	-0.8665902	0.32627657	0.36705464	0.089898095	None
09/06/2025 17:58:50.650	-0.86902046	0.32345557	0.3642645	0.08796039	None
09/06/2025 17:58:50.660	-0.87128955	0.32103336	0.3614064	0.086157545	None
09/06/2025 17:58:50.670	-0.8734401	0.31891385	0.35845613	0.08456525	None
09/06/2025 17:58:50.680	-0.8754581	0.31724665	0.35532445	0.08317418	None
09/06/2025 17:58:50.690	-0.8773768	0.31594408	0.35205033	0.08182408	None
09/06/2025 17:58:50.700	-0.8792657	0.3147344	0.34871465	0.080482855	None
09/06/2025 17:58:50.710	-0.881171	0.31342226	0.3453689	0.07918046	None
09/06/2025 17:58:50.720	-0.88297594	0.3123214	0.34199283	0.07807384	None
09/06/2025 17:58:50.730	-0.88466746	0.31137988	0.3386512	0.077246554	None
09/06/2025 17:58:50.740	-0.8862016	0.31059828	0.33542627	0.07687739	None
09/06/2025 17:58:50.750	-0.88772035	0.31005335	0.3319311	0.07671973	None
09/06/2025 17:58:50.760	-0.8891288	0.31007263	0.32816172	0.07654987	None
09/06/2025 17:58:50.770	-0.89046186	0.3104358	0.32423046	0.07633971	None
09/06/2025 17:58:50.780	-0.89178216	0.31072187	0.32035977	0.07610443	None
09/06/2025 17:58:50.790	-0.8931749	0.31066355	0.3165565	0.07592307	None
09/06/2025 17:58:50.800	-0.8946665	0.31024656	0.31279814	0.07564236	None
09/06/2025 17:58:50.810	-0.8962233	0.30961722	0.3090144	0.07534363	None
09/06/2025 17:58:50.820	-0.8977864	0.30882525	0.30529535	0.07514603	None
09/06/2025 17:58:50.830	-0.89930224	0.3082719	0.30137998	0.07509869	None
09/06/2025 17:58:50.840	-0.90067023	0.30838484	0.29714546	0.07511387	None
09/06/2025 17:58:50.850	-0.9018422	0.30913758	0.29279855	0.075023815	None
09/06/2025 17:58:50.860	-0.903037	0.30977482	0.288429	0.074947484	None
09/06/2025 17:58:50.870	-0.9043462	0.30998045	0.28404835	0.07504433	None
09/06/2025 17:58:50.880	-0.90574825	0.31005594	0.2794191	0.075205885	None
09/06/2025 17:58:50.890	-0.9071069	0.3103018	0.2746514	0.07537931	None
09/06/2025 17:58:50.900	-0.9084847	0.31059918	0.26966065	0.07558049	None
09/06/2025 17:58:50.910	-0.9097627	0.31126174	0.26448205	0.07578015	None
09/06/2025 17:58:50.920	-0.91090524	0.3122285	0.25932273	0.07590956	None
09/06/2025 17:58:50.930	-0.9118117	0.31352058	0.25443894	0.07622238	None
09/06/2025 17:58:50.940	-0.9129069	0.3141226	0.24958493	0.07668866	None
09/06/2025 17:58:50.950	-0.91409725	0.3143435	0.2447944	0.07704581	None
09/06/2025 17:58:50.960	-0.9153726	0.31444713	0.23982014	0.07712216	None
09/06/2025 17:58:50.970	-0.91672	0.31462145	0.23449457	0.076778345	None
09/06/2025 17:58:50.980	-0.917658	0.31574836	0.22951417	0.07599892	None
09/06/2025 17:58:50.990	-0.91876644	0.31670028	0.22406566	0.07489552	None
09/06/2025 17:58:51.000	-0.9200597	0.31673095	0.21918194	0.07332463	None
09/06/2025 17:58:51.010	-0.92186123	0.3151495	0.2144454	0.07149485	None
09/06/2025 17:58:51.020	-0.92427725	0.3116997	0.20977381	0.06924917	None
09/06/2025 17:58:51.030	-0.92718923	0.30668443	0.20518154	0.06641354	None
09/06/2025 17:58:51.040	-0.93049705	0.30058882	0.20022398	0.06306054	None
09/06/2025 17:58:51.050	-0.93396896	0.2937666	0.19523062	0.059432447	None
09/06/2025 17:58:51.060	-0.9374535	0.2866348	0.19011812	0.055857453	None
09/06/2025 17:58:51.070	-0.94079417	0.2797649	0.184755	0.052404713	None
09/06/2025 17:58:51.080	-0.9439266	0.2734932	0.1789843	0.049093988	None
09/06/2025 17:58:51.090	-0.9467998	0.26804265	0.17266548	0.046384554	None
09/06/2025 17:58:51.100	-0.9493647	0.26360685	0.16573188	0.044645067	None
09/06/2025 17:58:51.110	-0.95145506	0.26060528	0.1585909	0.043715123	None
09/06/2025 17:58:51.120	-0.9527424	0.26130745	0.1495105	0.043495283	None
09/06/2025 17:58:51.130	-0.9532928	0.26465547	0.13988632	0.0431898	None
09/06/2025 17:58:51.140	-0.95336914	0.2695249	0.12980397	0.042845376	None
09/06/2025 17:58:51.150	-0.95323735	0.27465507	0.119626746	0.04282884	None
09/06/2025 17:58:51.160	-0.9532971	0.27863842	0.10925688	0.04347823	None
09/06/2025 17:58:51.170	-0.95370007	0.28095078	0.098950595	0.04443144	None
09/06/2025 17:58:51.180	-0.954466	0.28167793	0.08832187	0.04576704	None
09/06/2025 17:58:51.190	-0.95536435	0.28152493	0.07738057	0.047719896	None
09/06/2025 17:58:51.200	-0.9560797	0.2814883	0.06611007	0.050446898	None
09/06/2025 17:58:51.210	-0.95634854	0.28239444	0.05495554	0.053570043	None
09/06/2025 17:58:51.220	-0.9561173	0.2843025	0.04440252	0.057271644	None
09/06/2025 17:58:51.230	-0.95546675	0.28684008	0.034045618	0.06234441	None
09/06/2025 17:58:51.240	-0.9543448	0.28997195	0.02383629	0.06938174	None
09/06/2025 17:58:51.250	-0.95254904	0.29407576	0.014092419	0.07880724	None
09/06/2025 17:58:51.260	-0.94989777	0.2995235	0.0051184488	0.09051698	None
09/06/2025 17:58:51.270	-0.94622344	0.30677873	-0.0029060196	0.10382056	None
09/06/2025 17:58:51.280	-0.9416589	0.31536233	-0.009940099	0.118178524	None
09/06/2025 17:58:51.290	-0.93621933	0.3252696	-0.016174586	0.132944	None
09/06/2025 17:58:51.300	-0.9290394	0.33892423	-0.022407442	0.14749607	None
09/06/2025 17:58:51.310	-0.91705173	0.36342278	-0.029840901	0.16213995	None
09/06/2025 17:58:51.320	-0.90326726	0.38946635	-0.03681982	0.17698576	None
09/06/2025 17:58:51.330	-0.8891942	0.41317526	-0.042754777	0.192472	None
09/06/2025 17:58:51.340	-0.8758617	0.43246436	-0.04719649	0.2094378	None
09/06/2025 17:58:51.350	-0.8638188	0.44666165	-0.050484847	0.2280565	None
09/06/2025 17:58:51.360	-0.8533078	0.45602733	-0.052825805	0.24769355	None
09/06/2025 17:58:51.370	-0.8443075	0.46146113	-0.054130573	0.26740915	None
09/06/2025 17:58:51.380	-0.836318	0.46417996	-0.054575827	0.28700086	None
09/06/2025 17:58:51.390	-0.8296315	0.4639304	-0.053549927	0.3063526	None
09/06/2025 17:58:51.400	-0.82467514	0.46018624	-0.05003148	0.32538477	None
09/06/2025 17:58:51.410	-0.8213411	0.45325	-0.0430927	0.3440122	None
09/06/2025 17:58:51.420	-0.8190883	0.44397378	-0.03285874	0.36213255	None
09/06/2025 17:58:51.430	-0.817457	0.43313956	-0.019638412	0.3794823	None
09/06/2025 17:58:51.440	-0.8159603	0.42144406	-0.0037761128	0.3960015	None
09/06/2025 17:58:51.450	-0.81403536	0.40943396	0.0133145675	0.4120326	None
09/06/2025 17:58:51.460	-0.81097513	0.39807898	0.030951096	0.42793944	None
09/06/2025 17:58:51.470	-0.8063489	0.38786626	0.04934144	0.44403365	None
09/06/2025 17:58:51.480	-0.8003617	0.37819716	0.06800777	0.46043763	None
09/06/2025 17:58:51.490	-0.7952328	0.3673915	0.08639194	0.47476876	None
09/06/2025 17:58:51.500	-0.791674	0.35851187	0.10509089	0.4836521	None
09/06/2025 17:58:51.510	-0.7860932	0.3545809	0.123002335	0.4913684	None
09/06/2025 17:58:51.520	-0.77855676	0.3551083	0.13890572	0.498694	None
09/06/2025 17:58:51.530	-0.7696355	0.3585133	0.15250435	0.5060777	None
09/06/2025 17:58:51.540	-0.759848	0.36375254	0.163952	0.5134951	None
09/06/2025 17:58:51.550	-0.7496611	0.3702277	0.17385325	0.52053547	None
09/06/2025 17:58:51.560	-0.7397373	0.3768555	0.1833926	0.52666783	None
09/06/2025 17:58:51.570	-0.7304198	0.38255438	0.1937044	0.5318471	None
09/06/2025 17:58:51.580	-0.72151893	0.3870437	0.20523764	0.53640383	None
09/06/2025 17:58:51.590	-0.7125544	0.3909135	0.21742326	0.5407626	None
09/06/2025 17:58:51.600	-0.7032702	0.3948689	0.22938961	0.5450819	None
