SerialNumber: E58926083144-43F0
time (UTC+00:00)	q1	q2	q3	q4	Interference

09/06/2025 17:40:51.946	-0.36089727	0.668055	0.17247239	0.6276583	None
09/06/2025 17:40:51.956	-0.36128837	0.667393	0.17178012	0.6283271	None
09/06/2025 17:40:51.966	-0.36198473	0.6664125	0.17149103	0.6290456	None
09/06/2025 17:40:51.976	-0.36298677	0.66515607	0.17146832	0.6298036	None
09/06/2025 17:40:51.986	-0.36418024	0.6635904	0.17174101	0.6306914	None
09/06/2025 17:40:51.996	-0.36559036	0.6616972	0.1722318	0.63172984	None
09/06/2025 17:40:52.006	-0.367067	0.65962946	0.17278671	0.63288325	None
09/06/2025 17:40:52.016	-0.36834309	0.6575322	0.17355654	0.63411254	None
09/06/2025 17:40:52.026	-0.36940807	0.6555837	0.17439175	0.63527983	None
09/06/2025 17:40:52.036	-0.37053785	0.6537041	0.17529757	0.6363085	None
09/06/2025 17:40:52.046	-0.37126637	0.65231454	0.17591143	0.6371404	None
09/06/2025 17:40:52.056	-0.37142372	0.6514491	0.17621005	0.63785124	None
09/06/2025 17:40:52.066	-0.37110406	0.6508164	0.17616789	0.63869405	None
09/06/2025 17:40:52.076	-0.37045008	0.6503633	0.17582205	0.6396297	None
09/06/2025 17:40:52.086	-0.36996168	0.64988816	0.17543961	0.64049953	None
09/06/2025 17:40:52.096	-0.3695443	0.64938235	0.17500359	0.64137244	None
09/06/2025 17:40:52.106	-0.36901733	0.6487653	0.17448469	0.64244103	None
09/06/2025 17:40:52.116	-0.36814243	0.6483041	0.17411175	0.6435089	None
09/06/2025 17:40:52.126	-0.36721054	0.6479866	0.17386352	0.64442754	None
09/06/2025 17:40:52.136	-0.3661891	0.6477587	0.173732	0.645273	None
09/06/2025 17:40:52.146	-0.36518046	0.64756554	0.17372496	0.6460398	None
09/06/2025 17:40:52.156	-0.36444655	0.6473216	0.1738693	0.64665973	None
09/06/2025 17:40:52.166	-0.36383855	0.647049	0.17414355	0.64720064	None
09/06/2025 17:40:52.176	-0.3632792	0.64679295	0.17426686	0.6477377	None
09/06/2025 17:40:52.186	-0.3626414	0.64669746	0.17427833	0.6481873	None
09/06/2025 17:40:52.196	-0.362077	0.64670557	0.1742396	0.64850485	None
09/06/2025 17:40:52.206	-0.36160827	0.6468109	0.17401241	0.64872223	None
09/06/2025 17:40:52.216	-0.36112374	0.64708036	0.17364211	0.6488227	None
09/06/2025 17:40:52.226	-0.36049384	0.64748156	0.17328036	0.64886934	None
09/06/2025 17:40:52.236	-0.35955387	0.64809173	0.17289266	0.64888525	None
09/06/2025 17:40:52.246	-0.35834068	0.6486349	0.17228675	0.64917463	None
09/06/2025 17:40:52.256	-0.35699445	0.64909226	0.17203233	0.6495267	None
09/06/2025 17:40:52.266	-0.35604122	0.6494978	0.17213672	0.64961696	None
